Rating,Comment,Label
1,Extremely bad and it was a frustrating experience.,Negative
1,Awful and I regret buying it.,Negative
1,Disappointing and broke within a week.,Negative
1,Awful and broke within a week.,Negative
1,Poor and it was a frustrating experience.,Negative
1,Unsatisfactory and customer service was unhelpful.,Negative
1,Worst and I had to return it.,Negative
1,Awful and arrived damaged.,Negative
1,Awful and doesn't work as advertised.,Negative
1,Not happy and it's nothing like the description.,Negative
1,Horrible and doesn't work as advertised.,Negative
1,Awful and arrived damaged.,Negative
1,Unsatisfactory and I regret buying it.,Negative
1,Unacceptable and doesn't work as advertised.,Negative
1,Awful and I had to return it.,Negative
1,Not happy and I had to return it.,Negative
1,Awful and I regret buying it.,Negative
1,Disappointing and it feels very cheap.,Negative
1,Extremely bad and I had to return it.,Negative
1,Horrible and it was a frustrating experience.,Negative
1,Awful and it feels very cheap.,Negative
1,Horrible and customer service was unhelpful.,Negative
1,Worst and it's nothing like the description.,Negative
1,Awful and doesn't work as advertised.,Negative
1,Terrible and it was a frustrating experience.,Negative
1,Horrible and broke within a week.,Negative
1,Poor and arrived damaged.,Negative
1,Disappointing and it was a frustrating experience.,Negative
1,Unsatisfactory and customer service was unhelpful.,Negative
1,Horrible and broke within a week.,Negative
1,Awful and it's nothing like the description.,Negative
1,Not happy and it feels very cheap.,Negative
1,Worst and it feels very cheap.,Negative
1,Unsatisfactory and a complete waste of money.,Negative
1,Extremely bad and I regret buying it.,Negative
1,Horrible and it's nothing like the description.,Negative
1,Disappointing and it's nothing like the description.,Negative
1,Unacceptable and broke within a week.,Negative
1,Terrible and I regret buying it.,Negative
1,Poor and I had to return it.,Negative
1,Unsatisfactory and it was a frustrating experience.,Negative
1,Terrible and broke within a week.,Negative
1,Unsatisfactory and it feels very cheap.,Negative
1,Not happy and I had to return it.,Negative
1,Poor and arrived damaged.,Negative
1,Worst and it's nothing like the description.,Negative
1,Horrible and I had to return it.,Negative
1,Disappointing and broke within a week.,Negative
1,Terrible and arrived damaged.,Negative
1,Extremely bad and doesn't work as advertised.,Negative
1,Terrible and arrived damaged.,Negative
1,Terrible and I regret buying it.,Negative
1,Terrible and it feels very cheap.,Negative
1,Horrible and it feels very cheap.,Negative
1,Not happy and a complete waste of money.,Negative
1,Not happy and I regret buying it.,Negative
1,Unsatisfactory and customer service was unhelpful.,Negative
1,Horrible and it's nothing like the description.,Negative
1,Extremely bad and broke within a week.,Negative
1,Worst and I had to return it.,Negative
1,Worst and broke within a week.,Negative
1,Extremely bad and it feels very cheap.,Negative
1,Worst and customer service was unhelpful.,Negative
1,Awful and doesn't work as advertised.,Negative
1,Disappointing and it's nothing like the description.,Negative
1,Unacceptable and arrived damaged.,Negative
1,Disappointing and broke within a week.,Negative
1,Worst and I had to return it.,Negative
1,Unsatisfactory and doesn't work as advertised.,Negative
1,Poor and a complete waste of money.,Negative
1,Unsatisfactory and it's nothing like the description.,Negative
1,Not happy and arrived damaged.,Negative
1,Terrible and doesn't work as advertised.,Negative
1,Unsatisfactory and a complete waste of money.,Negative
1,Awful and it's nothing like the description.,Negative
1,Horrible and it was a frustrating experience.,Negative
1,Terrible and it was a frustrating experience.,Negative
1,Disappointing and customer service was unhelpful.,Negative
1,Horrible and customer service was unhelpful.,Negative
1,Not happy and it's nothing like the description.,Negative
1,Disappointing and it was a frustrating experience.,Negative
1,Disappointing and broke within a week.,Negative
1,Worst and a complete waste of money.,Negative
1,Unacceptable and doesn't work as advertised.,Negative
1,Horrible and arrived damaged.,Negative
1,Poor and doesn't work as advertised.,Negative
1,Unacceptable and a complete waste of money.,Negative
1,Extremely bad and broke within a week.,Negative
1,Worst and I had to return it.,Negative
1,Extremely bad and I regret buying it.,Negative
1,Awful and I had to return it.,Negative
1,Unacceptable and broke within a week.,Negative
1,Poor and broke within a week.,Negative
1,Poor and it's nothing like the description.,Negative
1,Unsatisfactory and broke within a week.,Negative
1,Worst and I had to return it.,Negative
1,Horrible and customer service was unhelpful.,Negative
1,Unsatisfactory and doesn't work as advertised.,Negative
1,Awful and it's nothing like the description.,Negative
1,Disappointing and I had to return it.,Negative
1,Worst and broke within a week.,Negative
1,Awful and a complete waste of money.,Negative
1,Awful and a complete waste of money.,Negative
1,Terrible and arrived damaged.,Negative
1,Awful and it was a frustrating experience.,Negative
1,Extremely bad and it was a frustrating experience.,Negative
1,Extremely bad and I regret buying it.,Negative
1,Horrible and arrived damaged.,Negative
1,Poor and customer service was unhelpful.,Negative
1,Unacceptable and I regret buying it.,Negative
1,Worst and I regret buying it.,Negative
1,Horrible and it feels very cheap.,Negative
1,Unacceptable and customer service was unhelpful.,Negative
1,Horrible and arrived damaged.,Negative
1,Unacceptable and it's nothing like the description.,Negative
1,Unacceptable and broke within a week.,Negative
1,Poor and arrived damaged.,Negative
1,Worst and arrived damaged.,Negative
1,Poor and it's nothing like the description.,Negative
1,Awful and doesn't work as advertised.,Negative
1,Extremely bad and it feels very cheap.,Negative
1,Worst and doesn't work as advertised.,Negative
1,Terrible and I regret buying it.,Negative
1,Extremely bad and it feels very cheap.,Negative
1,Not happy and customer service was unhelpful.,Negative
1,Unsatisfactory and it's nothing like the description.,Negative
1,Extremely bad and I regret buying it.,Negative
1,Not happy and customer service was unhelpful.,Negative
1,Unsatisfactory and a complete waste of money.,Negative
1,Not happy and it feels very cheap.,Negative
1,Unsatisfactory and customer service was unhelpful.,Negative
1,Terrible and broke within a week.,Negative
1,Horrible and it was a frustrating experience.,Negative
1,Unacceptable and it feels very cheap.,Negative
1,Unacceptable and a complete waste of money.,Negative
1,Disappointing and it's nothing like the description.,Negative
1,Unsatisfactory and I had to return it.,Negative
1,Terrible and it's nothing like the description.,Negative
1,Unacceptable and I regret buying it.,Negative
1,Unsatisfactory and I had to return it.,Negative
